rotten              decomposed putrid corrupt 
experiment          attempt venture adventure 
infuse              instill transfuse inspire implant 
stance              foothold station posture 
prescribe           urge suggest advise order 
convert             change make over retool adapt 
justice             fairness impartiality equity legal 
repel               resist reject scatter revolt 
salvation           redemption deliverance salvage 
wig                 toupee transformation switch 
daybreak            day morning dawn sunrise 
danger              peril jeopardy risk hazard threat 
win                 beat conquer master gain obtain 
manage              administer conduct control afford 
wit                 sense of humor fancy whim comedy 
manipulate          operate control manage influence 
imbue               saturate tinge suffuse instill 
snoop               pry investigate probe meddle 
remains             corpse remainder ruin rest 
crag                rock boulder 
vehicle             machine transportation automobile 
cram                glut squeeze stow stuff compact 
noisy               blatant boisterous loud vociferous 
lacerate            tear mangle harrow distress 
visibility          appearance exposure to view evidence 
missile             bullet pellet projectile weapon 
unfaithful          disloyal faithless untrue fickle 
wretch              sufferer beggar outcast rogue 
meek                subdued humble patient submissive 
consort             spouse husband wife 
ride                drive tour travel journey 
meet                encounter assemble junction 
nurture             sustain support feed foster cherish 
vaunt               boast brag talk big vapor 
control             command dominate govern rule 
wharf               dock pier landing waterfront 
speciality          originality feature trait particular 
suds                foam lather bubbles 
hit                 success smash favorite 
skirt               kilt coattail farthingale 
hesitate            falter waiver shrink pause demur 
defective           faulty poor imperfect incomplete 
poetry              balladry poem ode lyric verse 
arrangement         array file format structure 
perspire            exude sweat exhale excrete 
elliptical          eccentric oblong oval ovoid 
immoral             wrong evil corrupt lewd indecent 
filament            hair thread twine wire 
circular            coronary round orbicular 
fare                get on thrive prosper get along 
farm                agriculture cultivate 
fatigue             weary tire exhaust overstrain 
prance              caper cavort spring dance strut 
scoop               ladle dipper spoon 
rove                cruise roam stray travel wander 
enclose             envelop surround penned in 
costume             clothing outfit rig fancy dress 
cruise              voyage journey roam meander rove 
brittle             crisp frail fragil weak 
brood               hatch progeny posterity 
outer               outside outward external 
exclusion           omission exception rejection exile 
equanimity          evenness poise serenity self-control 
broom               brush besom whisk 
youngster           child juvenile boy girl pupil 
sword               blade saber cutlass 
propound            propose state suggest 
stout               chubby fat obese plump thick 
front               fore foremost face frontage 
handy               convenient near available 
mastery             rule victory ascendency supremacy 
university          college school seminary institute 
slide               glide skid slip 
magnitude           quantity size extent measure 
mode                state manner method custom fashion 
upward              higher aloft upwards 
unwind              relax repose let down 
illuminate          light illumine clarify elucidate 
chunk               lump hunk part 
retaliation         avenge reprisal revenge vengeance 
constitute          form be make frame compose total 
measure             quantity extent gauge amount 
gallant             chivalrous valiant intrepid bold 
armor               steel plate mail shielding 
confess             acknowledge avow own admit 
fathom              measure take a sounding probe study 
cause               origin source wellspring principle 
obsess              haunt beset besiege 
umbrella            shade screen parasol canopy 
diagonal            aslant oblique catty-corner 
undo                loose unlock unfasten untie release 
ancestry            paternity maternity origins stem 
sneer               smile jeer taunt scoff deride 
underpass           underwalk tunnel tube viaduct 
hostile             antagonistic apposed unfriendly 
precaution          care caution warning safeguard 
route               corridor itinerary path way course 
keep                retain hold have possess receive 
counterpart         copy likeness mate picture 
keen                shrewd smart sharp edged acute 
shred               strip tatter remnant bit speck 
benediction         blessing commendation 
mankind             humanity society human race 
confuse             bewilder confound distract perplex 
indisposed          ill unwilling dissuasion diseased 
stump               remnant stub snag hobble 
eminence            height altitude distinction rank 
quality             attribute property excellence trait 
durable             outlast sturdy permanent enduring 
attach              affix annex fasten fix connect 
attack              assault and battery onslaught charge 
prong               point spike extension tine 
circulate           stir proclaim report distribute 
punish              castigate clobber inflict spank 
omen                warning foreboding portent 
photograph          picture photo film snapshot 
spurn               flout scout reject repel scorn 
glisten             gleam glint sparkle 
girdle              belt circle truss corset 
beg                 implore beseech ask alms 
bed                 couch cot resting place 
defense             protection guard shield resistance 
spurt               gush squirt spray burst 
sultry              hot oppressive humid muggy close 
bet                 wager stake gamble play lay odds 
exhibit             show present display produce 
torment             torture vex abuse mistreat hurt 
need                necessity requirement desire lack 
border              edge limit margin rim frontier 
tale                story account recital report 
ephemeral           short-lived fugitive transient 
gunner              carabineer hunter marksman 
instance            case example illustration 
jaunt               excursion ride escapade 
sufficiency         adequacy enough complete plenty 
visor               mask shield eyeshade brim 
disgorge            unload vomit eject spew 
rigor               harshness austerity severity 
nuisance            bother evil plague vexation trouble 
gallery             balcony corridor veranda 
eject               reject expel discard cast out 
spleen              resentment wrath anger malice spite 
urn                 vase vessel pot amphora 
upset               overthrow overturn capsize bother 
talk                conversation chatter chat gossip 
misdeed             offense wrong malefaction 
constrain           abstain oblige compel force urge 
deface              disfigure injure mar scar scratch 
impression          engrave sensation sensibility stamp 
unsettle            upset disturb disarrange unhinge 
molest              disturb annoy vex pester harass 
envy                jealous covetousness spite 
untimely            inopportune unseasonable early 
cavort              caper gambol prance romp play 
tire                weary fatigue bore exhaust 
winner              success victor conqueror champ 
brighten            hearten perk improve clear up 
rash                eruption impetuous imprudent unwary 
employer            user boss director 
rasp                scrape file grate chafe 
fuel                inflammable burnable ignite peat 
achieve             accomplish attain reach 
dodge               avoid elude evade 
gratify             indulge please satisfy humor 
commendation        benediction blessing praise 
overall             blanket all-inclusive 
joint               connection link juncture 
legitimate          lawful legal proper valid 
probably            likely plausible reasonable credible 
endless             incessant uninterrupted perpetual 
gray                dun mousy slaty clouded overcast 
shy                 bashful reserved timid cautious 
quarantine          detention detainment restraint 
dejected            downcast pout sad depressed 
ordain              install appoint invest frock decree 
watershed           runoff reservoir catchment basin 
gush                pour flow jet spurt effuse 
contain             include comprise incorporate 
recoup              regain retrieve reimburse 
grab                capture nab snatch wrest 
preach              exhort evangelize lecture moralize 
sensuality          lust pleasure desire exciting 
shake               vibrate agitate shiver rattle 
orphan              waif stray gamin urchin 
portend             signify omen forebode foreshadow 
reinforce           strengthen support replenish 
powder              dust pulverize particles 
desperate           hopeless incurable reckless rash 
humane              considerate human benevolent 
portent             omen sign wonder marvel 
unearth             exhume expose discover uproot 
tend                mind watch care for guard 
state               condition category mood plight 
lug                 tote transport convey carry 
neither             negation none of never 
sabotage            destruction vandalism subversion 
attention           mindfullness intentness attentiveness 
solitary            alone lone lonely single sole 
importance          consequence prominence significance 
interfere           butt in meddle interpose hinder 
dwell               live reside abide hang out 
merry               jovial gay vivacious mirthful 
disconnect          detach separate uncouple unfasten 
precious            priceless costly precise beloved 
outfit              costume equip getup suit uniform 
inundate            flood deluge sufficient 
admit               let in induct concede acknowledge 
spatter             splash sprinkle soil 
lofty               high tall elevated raised 
christen            baptize sponsor name initiate 
cordial             sincere heartfelt hearty friendly 
distinguish         discern identify specify classify 
quit                satisfy resign abandon leave 
tread               walk step trample crush stamp 
addition            increase expansion annexation affix 
yaw                 drift deviate tack jibe 
quiz                interrogate question examine tease 
immense             vast great huge infinite 
treat               bargain deal parley attend doctor 
armistice           truce respite lull peace 
consequential       moment significance eventful 
expenditure         cost overhead outgo payment expense 
novel               story book romance epic writing 
ripen               mature prepare perfect mellow 
harden              bake freeze solidify temper 
petition            plea request entreaty asking 
resident            citizen tenant occupant inmate 
surface             outside exterior cover rise up 
hearten             cheer encourage brighten reassure 
capture             seize apprehend arrest grab 
balloon             airostat blimp kite dirigible 
strange             unusual odd unfamiliar queer 
speaker             orator chairperson 
eclectic            selective choice difference 
party               faction denomination clique club 
eccentric           elliptical parabolic hyperbolic 
effect              consequence result upshot outcome 
fierce              furious grim wild enraged 
spree               frolic escapade fling revel 
destruction         waste ruin crash smash havoc 
rift                crack cleft crevice fissure 
weld                fuse unite join fasten blend 
reflection          image thought observation study 
lunch               snack collation midday meal 
glower              frown glare scowl sulk 
well                robust strong hearty amply fully 
rife                prevalent current widespread 
drone               buzz hum vibrate 
welt                wale rim binding cord 
restore             cure heal mend renew repair 
underdog            loser victim 
discord             dissidence disagreement friction 
accurate            correct exact precise valid genuine 
distant             aloof aside far remote 
skill               dexterity proficiency competence 
density             solidity consistency impermeability 
snicker             laugh ridicule giggle 
stratum             layer plane tier level 
warrant             certificate guarantee secure vouch 
kick                punt spurn stamp 
fate                destiny lot fortune doom chance 
disappearance       eclipse concealed vanish fade lost 
livid               pallid ashen colorless 
burden              hindrance load weight encumbrance 
immediately         presently then at once directly 
prominent           noticeable outstanding notable 
loss                perdition forfeit lapse waste 
necessary           needful required essential imperativ 
ring                encircle clang tinkle circle girdle 
clown               buffoon comic comedian jester 
sissy               weakling chicken scaredy-cat 
divest              deprive molt strip disrobe seize 
page                leaf folio servant attendant 
adversity           affliction trouble hardship calamity 
shed                drop shelter shack 
glare               scowl frown glower stare 
library             athenaeum bookroom 
motive              reason ground cause purpose 
deliverance         escape salvation ransom release 
home                domicile residence abode dwelling 
liking              affinity inclination love desire 
drizzle             sprinkle mist rain spray 
projection          map peninsula propulsion stud 
broad               wide widespread extensive 
kettle              pot caldron boiler teakettle 
overlap             imbricate shingle overhang 
appreciative        grateful thankful indebted gratitude 
mutation            change variation deviation freak 
percolate           drip trickle permeate ooze 
allegory            fable parable figurative story 
hinder              deter interfere interrupt prevent 
medieval            feudal knightly courtly antiquated 
disentangle         extricate unscramble untwist free 
journal             diary daybook record log periodical 
expansion           increase extension spread growth 
variation           alteration change modification 
offset              neutralize balance cancel out 
instinct            knack aptitude impulse intuition 
refuge              asylum sanctuary hideout home 
freedom             exemption latitude liberty will 
compatible          harmonious well-matched suitable 
dominion            domain jurisdiction possession 
tongue              communication speech language 
leniency            mercy patience kindness tolerance 
congregate          convene gather meet converge 
pointless           idle inane meaningless 
utility             service benefit help aid convenient 
disjunction         amputate fission section 
rejoice             triumph joy festivity jubilee 
additional          extra farther further more plus 
veil                net mesh curtain screen 
museum              gallery repository archives 
wimp                weakling fragile delicate 
invisibility        escape notice unseen concealed veil 
elate               exhilarate inspire cheer stimulate 
mutiny              rebellion revolt uprising 
evacuate            empty clear eject expel purge 
gait                step pace stride trot gallop walk 
admonish            warn caution advise against 
neutral             indifferent unconcerned impartial 
gain                increase profit amplification 
wince               cringe flinch cower shrink back 
overflow            inundate flood run over deluge 
highest             ultimate supreme 
eat                 consume devour feed fare erode 
yelp                bark squeal howl cry 
oligarchy           clique junta aristocracy 
grieve              distress pain hurt sadden injure 
unlock              unfasten unbolt undo open release 
cruel               brutal inhuman ruthless wicked 
limit               boundary bounds confines edge verge 
piece               scrap morsel bit section fragment 
display             show exhibition manifest flaunt 
devise              bequeath will produce invent 
universal           comprehensive general global 
twist               wind wreathe coil wrench 
education           culture tuition schooling study 
balcony             gallery loggia porch tier loge 
cavalry             horse soldiers dragoons hussars 
lopsided            asymmetrical askew aslant 
contest             contention altercation battle duel 
offensive           unpleasant vulgar obnoxious horrid 
meteor              meteorite meteoroid shooting star 
star                sun celestial body leading role 
stay                check halt stop restrain detain 
foil                frustrate battle balk circumvent 
stab                pierce puncture perforate stick 
animosity           antipathy enmity 
stitch              seam suture knit crotchet 
appoint             prescribe assign ordain place 
pestilence          disease plague epidemic 
portion             fraction segment share allotment 
diagnosis           analysis explanation conclusion 
pardon              forgive excuse release overlook 
similarity          likeness resemblance affinity 
dynamic             forceful vigorous potent impelling 
unfurl              unroll open spread out display 
obstruction         block blockade hindrance hitch 
protest             objection complaint contradiction 
captain             commander skipper leader chief 
unfeeling           hard-hearted cruel callous merciless 
gamut               scale scope extent compass 
buddy               comrade pal chum friend 
swab                mop applicator cleanse wipe 
swat                slap clip slug 
unroll              unfold unfurl display uncover 
swap                exchange barter interchange 
sorry               rueful regretful pitiful deplorable 
sway                swing influence control prejudice 
rescue              liberate set free deliver save 
vociferous          loud noisy clamorous blatant 
void                empty vacuous blank unoccupied 
smack               clap whack kiss savor 
govern              rule reign administrate 
sleek               slick oily smooth glossy skillful 
courageous          brave undaunted valiant 
vast                huge immense infinite boundless 
convenience         accessibility availability comfort 
enhance             intensify exaggerate advance 
deplorable          lamentable sad regrettable 
force               compulsion coercion power import 
concise             succinct short brief terse compact 
crave               desire beg seek solicit 
subordinate         below junior assistant helper under 
kidnap               abduct steal 
quill               feather plume pen spine 
even                level equal smooth flat unvaried 
wreck               destruction ruin collision accident 
desirous            eager willing wistful anxious 
orchestra           symphony band ensemble 
haze                film opacity mist fog 
sunder              break separate sever divide 
new                 fresh youth raw untried 
net                 catch ensnare trap veil web 
ever                always eternally 
niche               corner nook recess cranny 
never               not ever ne'er nevermore fat chance 
active              agile zippy energetic vigorous 
interpret           define expound read solve 
dry                 bake sear wipe shrivel wilt wither 
taper               narrow slacken diminish spire 
credit              trust score tally account 
harass              distress trouble irritate vex 
permit              allow let license grant empower 
lucrative           profitable gainful productive 
suitable            appropriate apt compatible 
menial              servant slave flunky humble servile 
intrigue            plot conspiracy spying espionage 
astute              clever shrewd cunning 
heedful             awake observant attentive discreet 
plea                request petition assertion 
campaign            operation plan fight war 
elude               escape evade avoid dodge foil 
undesirable         distasteful disliked objectionable 
moral               ethical righteous just virtuous 
circumvent          foil outwit dodge elude encircle 
army                troops soldiers force throng 
arms                weapons firearms armament 
pudgy               stocky plump chubby 
call                cry shout yell summon bid choose 
calm                placid serene unruffled cool 
recommend           commend advise suggest entrust 
survive             outlive outlast escape continue 
type                sign emblem kind class letter 
tell                recount relate narrate inform 
wary                guarded watchful alert cautious 
expose              disclose reveal divulge unearth 
warp                twist bend serve distort bias 
warm                hot tepid muggy fervid fervent 
frenzy              fever fury rage tantrum 
adult               grown up mature ripe full grown 
qualm               misgiving remorse twinge pang throe 
ward                watch guard defend protect fend 
aligned             linear arrange straighten adjust 
hoax                deception trick deceit fraud 
room                chamber hall apartment 
gasoline            petrol fuel oil 
obstacle            hindrance difficulty barrier snag 
endow               dower settle upon bestow enrich 
defer               delay suspend postpone 
give                contribute render bestow bequeath 
climax              acme zenith summit pinnacle 
assent              acquiescence nod accord concord 
involve             imply include implicate entangle 
rig                 equip furnish improvise appoint 
cursory             passing superficial quick slight 
autonomy            self-government independence freedom 
titular             honorary nominal in name only 
answer              response reply retort acknowledgment 
faulty              defective erroneous wrong 
recompense          repay reward return 
minority            few smaller group childhood youth 
indignity           slight humiliation disrespect 
abdomen             stomach belly paunch venter 
inactivity          inaction inertness lull cessation 
purchase            buying power bargain 
attempt             try endeavor essay attack 
pulsate             beat throb drum palpitate 
maintain            continue insist preservation sustain 
inhabitant          citizen occupant dweller resident 
operate             conduct manage direct go run work 
deck                floor platform adorn decorate 
ensnare             catch net bag entangle ensnarl 
fortify             strengthen buttress barricade uphold 
ghastly             pale haggard deathly ashen 
fable               parable allegory moral tale 
before              afore ahead of beforehand previously 
frisky              playful pert peppy 
personal            private individual intimate own 
crew                force gang band squad company 
better              mend correct relieve 
persist             persevere continue remain endure 
carve               cut slice shape fashion 
overcome            conquer subdue defeat 
vigorous            dynamic fresh hardy robust 
combination         mixture synthesis union blend 
workout             trial practice rehearsal 
indulge             pamper spoil favor humor gratify 
advise              acquaint notify prescribe recommend 
grammar             syntax analysis praxis 
meat                substance core essence pith 
mistrust            suspect suspicion skepticissm doubt 
roast               bake cook toast broil barbecue 
higher              up upper upward superior taller 
meal                repast eats consume devour 
bond                union connection tie accord 
improvise           invent extemporize unpreparedness 
durability          continuity stability longevity age 
aide                assistant auxiliary helper partner 
awry                askance crooked askew out of order 
extract             distill draw elicit milk suck 
enclosure           envelope case cartridge wrapper 
contend             struggle dispute debate discord 
decree              canon edict enact oridinance 
velvet              silk plush velour 
crucial             decisive determining final urgent 
content             peace of mind ingredients 
sparkle             glisten twinkle glitter 
debit               debt owed deficit 
surprise            unforeseen unexpected amaze astound 
sluggish            inactive stagnant slow lazy 
grease              oil fat graphite suet lard tallow 
linear              aligned straight lineal 
resume              recommence continue reassume 
revenge             retaliation retort vengeance spite 
struggle            strive strain endeavor contend 
abate               reduce decrease lighten diminish 
greasy              fat slick creamy oily 
cosmic              universal galactic heavenly vast 
undercover          masked in disguise incognito 
signature           autograph hand mark endorsement 
heckle              plague taunt harass challenge 
loud                noisy vociferous vehement 
grade               level quality class rank 
reassure            comfort placate content encourage 
hook                crook bend gaff curvature 
enumerate           count rehearse list mention 
radiate             emanate emit shed difuse 
ditch               channel trench gully canal 
hoof                foot ungula dewclaw support 
hood                covering cape cowl coif 
speck               blemish speckle spot particle mote 
debase              degrade demean lower sink 
acquaint            introduce present inform advise 
twisted             crooked wry contorted wrenched 
interlude           intermission pause episode gap 
brevity             concision briefness shortness 
fiery               impetuous passionate fervid blazing 
stoic               impassive unfeeling self-controlled 
requisite           necessary required essential 
peculiar            individual strange odd unusual 
symptom             sign indication token warning 
distance            remoteness farness span range 
anxiety             concern care fear mental anguish 
affront             insult offense slur slight 
matter              something subject substance text 
street              avenue boulevard alley passage 
silly               witless foolish stupid senseless 
seep                leak ooze drain drip exude 
quench               extinguish satisfy 
modern              contemporary late recent up-to-date 
mind                consciousness understanding intellect 
mine                lode vein deposit burrow excavate 
seed                germ grain nut bulbs 
seem                appear look appearance 
churn               agitate whip seethe boil 
mint                coin money piece 
unfasten            loosen disconnect unfix liberate 
reprieve            delay stay respite pardon 
horde               mass group throng mob gang crowd 
alibi               excuse justify exemptness 
divulge             expose reveal disclose impart 
impotent            helpless ineffective useless 
chest               case box casket cabinet breast 
regular             normal ordinary punctual staple 
inconsistency       absurd paradox discrepancy variance 
blacklist           ostracize exclude exclusion 
mitigate            lessen moderate allay relieve 
observation         comment notice view regard note 
alarm               warning siren danger signal 
dog                 canine cur whelp puppy slut 
principle           doctrine theory code law 
constrict           hamper limit contract bind cramp 
dot                 spot speck point jot whit iota 
discontent          dissatisfaction resentment vexation 
aquatic             watery oceanic marine water 
hunger              desire craving famine emptiness 
rapture             bliss delight ecstasy pleasure 
jurisdiction        administration province dominion 
poison              venom toxicity virus 
undignified         discreditable inelegant ludicrous 
explain             expound solve resolve fathom 
cripple             cramp disable mutilate wound 
integrate           unite fuse synthesize blend 
hoard               collection store reserve stock 
edict               decree bull law proclamation 
rejoicing           exultation triumph jubilation joy 
smut                soot smudge blemish dirt 
stop                close obstruct halt impede delay 
perceive            apprehend discern observe notice 
meditate            ponder reflect speculate contemplate 
smug                sleek trim neat self-satisfied 
iceberg             berg flow glacier sheet 
comply              consent conform yield submit obey 
bat                 cudgel club stick nightstick 
chronological       dated sequential 
bar                 barricade block obstruct impede 
gather              congregate group amass collect 
bag                 receptacle case container pouch 
bad                 unpleasant wicked worst vile evil 
troop               group number party company 
cower               crawl cringe crouch quail 
ban                 prohibition restriction interdict 
linguist            polyglot philologist etymologist 
enchant             captivate please charm delight 
attest              testify bear witness depose 
unworthy            undeserving worthless unbecoming 
reference           citation credentials testimonial 
imitate             parrot mimic copy mock 
allure              attraction charm entice tempt 
subject             topic theme matter citizen control 
voyage              cruise crossing excursion 
scrap               bit crumb morsel splinter 
sail                cruise voyage navigate traverse 
artificial          handmade synthetic false sham fake 
unwell              ailing sick indisposed ill 
tolerance           allowance temperance moderation 
lazy                indolent slothful slow sluggish 
weary               fatigue languid pall tire worn 
virtuosity          skill mastery proficiency technique 
excavate            dig exhume mine spade undermine 
wandering           errant odyssey roving drifting 
uncertainty         indecision vacillation doubt 
against             in opposition to contrary 
distinction         eminence honor noble clarification 
contribution        donation grant present gift 
dislocate           displace disarrange disjoin 
height              altitude elevation eminence 
lowly               humble meek 
path                trail lane road route way course 
tint                color tinge hue dye shade tone 
immobile            immovable motionless 
recur               return comeback reoccur repeat 
basis               foundation justification reason 
erect               build plumb upright construct 
commission          consignment charge delegation 
interest            concern touch affect fascinate 
basic               simple easy understandable 
lovely              beautiful delightful comely 
idol                favorite ideal icon graven image 
plateau             plain mesa highland tableland 
wheedle             coax cajole persuade flatter court 
suppress            quell repress restrain quash 
chum                pal buddy friend 
aviation            flight flying navigation aeronautics 
unpopular           dislike unloved out of favor 
exception           exclusion omission rejection 
sly                 cunning furtive wily crafty 
affirm              allege say swear vouch vow 
tang                savor flavor taste zest 
originate           start invent begin initiate cause 
ugly                deformed plain ordinary unlovely 
near                close adjacent intimate nigh verge 
neat                tidy orderly compact trim shapely 
itinerary           journey route circuit course 
balance             equilibrium steadiness stability 
mangle              break crush mutilate disfigure 
anchor              grapnel kedge mainstay safeguard 
spawn               deposit law produce breed 
upgrade             improve better raise increase 
cane                switch stick rod walking stick 
sulk                sullen pout mope gripe 
shame               humiliation disgrace dishonor abash 
jest                joke with humor gag pun wisecrack 
in                  inside middle of midst of cool 
sever                cleave separate sunder 
if                  supposing in case that provided 
growl               mutter grumble snarl complain howl 
make                create produce prepare obtain cause 
belly               stomach tummy abdomen paunch 
contaminate         corrupt infect taint pollute 
vegetable           burgeon herb plant dull passive 
delight             joy rapture please thrill 
undaunted           courageous bold cool reckless 
kin                 related folks family 
jealous             envy possesive covetous 
kid                 child youth make fun of deceive 
romp                frolic caper cavort 
inherit             succeed get acquire receive possess 
unconcerned         indifferent uninterested detached 
approbation         approval esteem favor admiration 
just                fair right impartial legitimate 
yen                 desire craving longing yearning 
isolate             segregate insulate separate 
unfair              onesided unjust wrong base bad 
identify            recognize distinguish associate 
human               mortal earthly humane civilized 
yes                 yea aye indeed true agreed 
yet                 nevertheless still however 
impending           imminent oncoming encumbering 
nudge               push poke prod 
candidate           nominee office-seeker aspirant 
legion              horde multitude army corps 
agile               nimble active spry athletic 
character           kind class natural disposition 
potential           dynamic magnetic charged 
affinity            liking attraction 
save                rescue deliver preserve salvage 
designate           name specify indicate point out 
opt                 decide approve of vote for elect 
auspicious          favorable promising propitious 
discreet            prudent judicious careful tactful 
performance         action observance rendition showing 
vanity              conceit immodesty futility egotism 
dignity             poise prestige pride repute 
uncivil             rude impolite unmannerly 
unnecessary         useless needless superfluous 
pillar              column pedestal support post 
squander            waste lavish dissipate 
deal                apportion allocate allot distribute 
repudiate           renounce disclaim deny disown 
deaf                innattentive oblivious 
dead                deceased perished defunct 
intern              detain hold shut up confine 
invoice             list bill summation 
dear                expensive precious beloved cherished 
pain                suffering hurt discomfort agony 
manifest            bring forward show display evidence 
sprawl              spread extend slump slouch lounge 
dense               close thick compact solid 
uproar              tumult discord pandemonium 
normal              ordinary regular average usual 
bold                daring audacious forward 
burn                char singe scorch blaze incinerate 
jester              wit joker gagman comedian fool 
sift                separate bolt sort segregate 
bolt                staple pin lag screw 
bury                inter inhume immure cover sink 
conceal             camouflage covert secrete stow away 
magazine            storehouse arsenal periodical weekly 
commit              perpetrate perform do entrust 
nerve               courage strength vigor vitality 
motivate            induce move draw on inspire 
paunch              stomach abdomen belly fat 
down                downward under beneath below 
doctrine            creed principle concept 
jealousy            envy covetousness cupidity desire 
mediate             interpose intervene propitiate 
lampoon             satire spoof detraction 
fraction            part portion piece bit fragment 
unseat              displace depose 
fork                diverge separate branch off 
starve              hunger famish fast pine deny 
form                figure shape framework build set up 
landing             docking wharf dock pier 
ford                traverse wade portage passage 
failure             inefficacy nonsuccess collapse 
syndicate           pool combine monopoly 
surrender           cession relinquishment submission 
detective           investigator agent undercover man 
whiskey             liquor spirits firewater redeye 
cosmos              universe world harmony order 
propaganda          publicity persuasion proselytization 
delete              erase cancel expunge take out 
classic             standard chaste simple elegant 
covert              secret hidden sheltered conceal 
sticky              adhesive mucilaginous tenacious 
vacate              decamp relinquish surrender quit 
ship                vessel craft cargo send transport 
unholy              wicked impious extreme unseemly 
vista               view prospect scene landscape 
excel               exceed surpass eclipse outstrip 
answerable          accountable liable 
tardy               overdue late slow sluggish 
sling               propel fling catapult shoot 
faction             party sect cabal gang crew 
handicap            penalize encumber inconvenience 
slink               lurk sneak prowl cower 
partiality          bias injustice prejudice 
sensuous            sensitive esthetic emotional 
journey             trip tour voyage cruise expedition 
curvature           bending crook hook deflection 
happening           affair incident accident event 
apology             excuse justification vindication 
assume              suppose take for granted take over 
pseudo              spurious counterfeit simulated false 
daily               everyday diurnal once a day 
jacket              coat sack suit tuxedo 
meander             wind drift twist wander roam 
dust                powder earth soil dirt ash 
shop                works workshop store 
revoke              recall repeal annul rescind 
skip                leap hop frolic omit pass over 
relieve             absolve better cure help mitigate 
peruse              read study examine con 
skit                parody sketch play satire 
invent              devise conceive contrive originate 
manager             boss director head administrator 
skim                glide graze skip scan 
skin                bark fur hide pelt rind 
mill                grinder millstone factory plant 
abundant            copious plenty profuse abounding 
milk                extract extort interrogate 
retention           holding custody retaining keeping 
depend              rely trust dangle hang rest 
father              sire forefather founder god 
amaze               astonish astound 
unpleasant          offensive bad nasty unattractive 
swoop                pounce descend dive 
analogous           like parallel related corresponding 
shoot               rush dart sprout fire discharge 
string              twine thread cord series line 
yeast               leaven ferment froth foam 
pious               devout godly holy divine 
dim                 obscure opaque partial shadow dusk 
din                 noise clamor discord cacophony 
nectar              sweetness honey dew 
die                 perish death mold 
dig                 shovel spade excavate delve unearth 
magnet              lodestone attraction power 
item                piece detail particular entry 
excellence          perfection quality superiority 
grimace             face scowl leer expression 
dip                 plunge dive depression swim 
round               circular annular spherical globular 
shave               pare plane crop skim graze trim 
unexpected          unforeseen sudden abrupt surprise 
seasoning           condiment flavoring sauce relish 
slake               quench satisfy appease allay abate 
ravenous            hungry greedy voracious 
annals              chronicle history records 
suspect             mistrust surmise infer suppose 
dwarf               midget runt stunt low little 
wail                lament cry moan bewail howl 
clerk               employee cashier teller 
detest              hate abhor despise abominate 
ingenuous           artless plain frank outspoken 
decipher            make out decode translate interpret 
earthquake          tremor seism quake shock 
wait                stay linger remain dally delay 
box                 chest trunk crate package 
boy                 lad youth child 
institute           found establish school university 
shift               change substitute veer vary 
bow                 obeisance curtsy yield concede 
suggestion          advice clue hint implication 
bog                 swamp morass quagmire marsh 
hither              here nearer direction 
elect               choose select decide on call ordain 
merely              barely simply only purely 
plumb               perpendicular vertical erect 
verge               edge brink rim margin eve 
ailing              sick unhealthy unwell feeble week 
surmount            rise above master pass beyond 
transplant          replant repot graft relocate 
wealth              riches fortune affluence prosperity 
perk                cheer up brighten animate liven 
visit               call interview appointment sojourn 
noisome             destructive harmful baneful evil 
sharpen             grind whet hone focus intensify 
labyrinth           maze tangle meander intricacy 
acceptable          decent adequate satisfactory 
rigid               stiff unyielding firm strict 
effort              exertion endeavor stress attempt 
fly                 soar wing aviate float speed bolt 
demolish            raze level ruin wreck destroy 
deformed            misshapen disfigured crippled askew 
soul                psyche breath mind essence mortal 
impel               drive push urge force incite 
soup                stock broth bouillon 
sour                acetic tart curdled spoiled 
deceased            dead late former defunct 
claim               demand requisition allege assert 
grouchy             cross sharp sulky testy 
predict             forecast foretell prophecy 
agent               attorney delegate envoy promoter 
sample              specimen example pattern prototype 
council             committee panel chamber board 
craze               derange unbalance madden unsettle 
tilt                tip slant incline slope 
parch               dry up shrivel scorch 
pine                languish long crave droop 
till                until up to down to cultivate plow 
pure                chaste clean immaculate simple 
persuasion          argument plea conviction influence 
map                 plan chart projection diagram 
mar                 disfigure deface blemish scratch 
mat                 pad rug covering 
may                 can might be allowed permitted 
accessory           auxiliary addition accomplice 
gelatin             gel jelly aspic pectin 
mad                 crazy insane rabid frantic 
grow                mature become develop increase 
man                 male humanity operate staff run 
relinquish          abandon cede release vacate waive 
neck                channel isthmus strait pass head 
maybe               perhaps mayhap perchance possibly 
purify              clarify filter refine sanctify 
fluent              flowing graceful voluble 
switch              change modify transpose 
jail                prison slammer joint 
deposit             precipitate sediment pledge 
deceive             beguile cheat kid lie mislead 
unleash             uncage unshackle release 
tall                high lofty towering long 
bungle              botch butcher fumble blunder 
gesture             motion signal gesticulation 
cute                attractive pretty coy 
shield              screen protection arms armor 
gradual             slow progressive 
pointed             direct concise terse brief 
entity              thing being whole unity existence 
